"C.23.1.1","Manufacture of flat glass","### NACE Code: 23.11

#### Includes:
This class includes:
- manufacture of flat glass, e.g. cast, rolled, drawn or blown, surface ground or polished glass in sheets and sheets of float glass, opacified, flashed or having an absorbent, reflecting or non-reflecting layer, including wired, coloured throughout the mass or tinted flat glass

#### Includes Also:
This class also includes:
- shaping and processing done as part of the manufacturing process

#### Excludes:
This class excludes:
- shaping and processing of flat glass sheets, e.g. bending, engraving, laminating, tempering, see 23.12"
"C.23.1.2","Shaping and processing of flat glass","### NACE Code: 23.12

#### Includes:
This class includes:
- manufacture of bent, edgeworked, engraved, drilled or enameled glass sheets or profiles
- manufacture of toughened or laminated safety glass
- manufacture of glass mirrors
- manufacture of multiple-walled insulating glass and units of glass
- manufacture of coated glass
- surface treatment of flat glass

#### Excludes:
This class excludes:
- printing onto glass, see 18.12
- manufacture of vehicle mirrors, see 29.32"
"C.23.1.3","Manufacture of hollow glass","### NACE Code: 23.13

#### Includes:
This class includes:
- manufacture of bottles and other containers of glass or crystal
- manufacture of drinking glasses, glassware for table or kitchen purposes and other domestic glass or crystal articles

#### Includes Also:
This class also includes:
- manufacture of glass inners for vacuum vessels
- cutting or otherwise decorating drinking glasses

#### Excludes:
This class excludes:
- printing onto glass, see 18.12
- manufacture of glass toys, see 32.40"
"C.23.1.4","Manufacture of glass fibres","### NACE Code: 23.14

#### Includes:
This class includes:
- manufacture of glass fibres, including glass wool and non-woven products thereof
- manufacture of products from glass fibres

#### Excludes:
This class excludes:
- manufacture of woven fabrics of glass yarn, see 13.96
- manufacture of slag-wool, rock-wool and similar mineral wools, see 23.99
- manufacture of fibre optic cable for data transmission or live transmission of images, see 27.31"
"C.23.1.5","Manufacture and processing of other glass, including technical glassware","### NACE Code: 23.15

#### Includes:
This class includes:
- manufacture of laboratory, hygienic or pharmaceutical glassware
- manufacture of clock or watch glasses, optical glass and optical elements not optically worked
- manufacture of glassware used in imitation jewellery
- manufacture of glass insulators and glass insulating fittings
- manufacture of glass envelopes for lamps
- manufacture of glass figurines
- manufacture of glass blocks and bricks, slabs, squares and tiles, of a kind used for building or construction purposes, and multicellular or foam glass in blocks, panels, plates, shells or similar forms
- manufacture of glass in rods or tubes

#### Includes Also:
This class also includes:
- manufacture of glass doors, walls, etc.
- finishing of other glass, including technical glass, e.g. cutting or mechanically polishing glassware

#### Excludes:
This class excludes:
- manufacture of optical elements optically worked, see 26.70
- manufacture of syringes and other medical laboratory equipment, see 32.50"
"C.23.2","Manufacture of refractory products","### NACE Code: 23.2"
"C.23.2.0","Manufacture of refractory products","### NACE Code: 23.20

#### Includes:
This class includes:
- manufacture of intermediate products from mined or quarried non-metallic minerals, e.g. gravel, stone or clay
- manufacture of refractory mortars, concretes etc.
- manufacture of refractory ceramic goods, e.g.:
  • heat-insulating ceramic goods of siliceous fossil meals
  • refractory bricks, blocks and tiles etc.
  • retorts, crucibles, muffles, nozzles, tubes, pipes etc.

#### Includes Also:
This class also includes:
- manufacture of refractory articles containing magnesium oxide, calcium magnesium oxide or chromite"
"C.23.3","Manufacture of clay building materials","### NACE Code: 23.3"
"C.23.3.1","Manufacture of ceramic tiles and flags","### NACE Code: 23.31

#### Includes:
This class includes:
- manufacture of non-refractory ceramic hearth or wall tiles, mosaic cubes etc.
- manufacture of non-refractory ceramic flags and paving

#### Excludes:
This class excludes:
- manufacture of refractory ceramic products, see 23.20
- manufacture of ceramic bricks and roofing tiles, see 23.32
- manufacture of artificial stone articles for use in construction, see 23.61"
"C.23.3.2","Manufacture of bricks, tiles and construction products, in baked clay","### NACE Code: 23.32

#### Includes:
This class includes:
- manufacture of structural non-refractory ceramic articles, obtained by firing clay building materials, e.g. ceramic bricks, roofing tiles, chimney pots, pipes, conduits
- manufacture of flooring blocks in baked clay

#### Excludes:
This class excludes:
- manufacture of refractory ceramic products, see 23.20
- manufacture of non-structural non-refractory ceramic products, see 23.4"
"C.23.4","Manufacture of other porcelain and ceramic products","### NACE Code: 23.4

#### Includes:
This group includes the manufacture of final products from mined or quarried non-metallic minerals, e.g. sand, gravel, stone or clay."
"C.23.4.1","Manufacture of ceramic household and ornamental articles","### NACE Code: 23.41

#### Includes:
This class includes:
- manufacture of ceramic tableware, kitchenware, household articles, toilet articles, statuettes and other ornamental articles of ceramics, e.g. porcelain, china, common pottery, stoneware, earthenware or fine pottery

#### Excludes:
This class excludes:
- manufacture of imitation jewellery, see 32.13
- manufacture of ceramic toys, see 32.40"
"C.23.4.2","Manufacture of ceramic sanitary fixtures","### NACE Code: 23.42

#### Includes:
This class includes:
- manufacture of ceramic sanitary fixtures, e.g. sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing cisterns
- manufacture of furniture of ceramics

#### Excludes:
This class excludes:
- manufacture of refractory ceramic goods, see 23.20
- manufacture of ceramic building materials, see 23.3"
"C.23.4.3","Manufacture of ceramic insulators and insulating fittings","### NACE Code: 23.43

#### Includes:
This class includes:
- manufacture of electrical insulators and insulating fittings for electrical purposes, of ceramics

#### Excludes:
This class excludes:
- manufacture of refractory ceramic goods, see 23.20"
"C.23.4.4","Manufacture of other technical ceramic products","### NACE Code: 23.44

#### Includes:
This class includes:
- manufacture of permanent magnets and articles intended to become permanent magnets after magnetisation, of materials other than metal, e.g. agglomerated ferrite
- manufacture of ceramic wares for laboratory, chemical or other technical uses

#### Excludes:
This class excludes:
- manufacture of refractory ceramic goods, see 23.20
- manufacture of ceramic building materials, see 23.3
- manufacture of artificial stone (e.g. cultured marble), see 23.66"
"C.23.4.5","Manufacture of other ceramic products","### NACE Code: 23.45

#### Includes:
This class includes:
- manufacture of ceramic pots, jars and similar articles of a kind used for conveyance or packing of goods
- manufacture of ceramic troughs, tubs and similar receptacles of a kind used in agriculture
- manufacture of ceramic products n.e.c.

#### Excludes:
This class excludes:
- manufacture of ceramic sanitary fixtures, see 23.42
- manufacture of artificial teeth, see 32.50"
"C.23.5","Manufacture of cement, lime and plaster","### NACE Code: 23.5"
"C.23.5.1","Manufacture of cement","### NACE Code: 23.51

#### Includes:
This class includes:
- manufacture of clinker and hydraulic cements, including Portland cement, aluminous cement, slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinker

#### Excludes:
This class excludes:
- manufacture of refractory mortars, concrete etc., see 23.20
- manufacture of ready-mixed and dry-mix concrete and mortars, see 23.63, 23.64
- manufacture of articles of cement, see 23.65, 23.66
- manufacture of cements used in dentistry, see 32.50"
"C.23.5.2","Manufacture of lime and plaster","### NACE Code: 23.52

#### Includes:
This class includes:
- manufacture of quicklime, slaked lime and hydraulic lime
- manufacture of plasters of calcined gypsum or calcium sulphate

#### Includes Also:
This class also includes:
- manufacture of calcined or sintered dolomite

#### Excludes:
This class excludes:
- manufacture of pure calcium oxide and calcium hydroxide, see 20.12
- manufacture of articles of plaster, see 23.62, 23.66"
"C.23.6","Manufacture of articles of concrete, cement and plaster","### NACE Code: 23.6"
"C.23.6.1","Manufacture of concrete products for construction purposes","### NACE Code: 23.61

#### Includes:
This class includes:
- manufacture of precast concrete, cement or artificial stone articles for use in construction:
  • tiles, flagstones, building blocks, bricks, boards, sheets, panels, pipes, posts etc.
- manufacture of prefabricated buildings and structural components for building or civil engineering, traffic control and obstruction, of cement, concrete or artificial stone
- manufacture of prefabricated factory made elements of brick for construction of prefabricated buildings to be used in landscaping and retaining wall, wastewater and stormwater management, and underground utilities
- manufacture of factory-made element with concrete
- manufacture of prefabricated concrete pipes for drinking water

#### Includes Also:
This class also includes:
- manufacture of calcium silicate masonry units
- manufacture of autoclaved aerated concrete masonry units"
"C.23.6.2","Manufacture of plaster products for construction purposes","### NACE Code: 23.62

#### Includes:
This class includes:
- manufacture of articles of plaster or compositions based on plaster for use in construction:
  • boards, sheets, panels tiles and similar articles, not ornamented"
"C.23.6.3","Manufacture of ready-mixed concrete","### NACE Code: 23.63

#### Includes:
This class includes:
- manufacture of concrete ready to pour, i.e. to which water has already been added and which is usually transported in concrete-mixer lorries

#### Excludes:
This class excludes:
- manufacture of refractory cements, see 23.20"
"C.23.6.4","Manufacture of mortars","### NACE Code: 23.64

#### Includes:
This class includes:
- manufacture of non-refractory mortars and of concrete not yet mixed with water

#### Excludes:
This class excludes:
- manufacture of refractory mortars, see 23.20
- manufacture of ready-mix and concrete ready to pour, see 23.63"
"C.23.6.5","Manufacture of fibre cement","### NACE Code: 23.65

#### Includes:
This class includes:
- manufacture of panels, boards, tiles, blocks and similar articles of vegetable substances (e.g. wood wool, straw, reeds, rushes) agglomerated with cement, plaster or other mineral binder
- manufacture of articles of asbestos-cement or cellulose fibre-cement, e.g.:
  • corrugated sheets, other sheets, panels, tiles, tubes, pipes, reservoirs, troughs, basins, sinks, jars, furniture, window frames

#### Excludes:
This class excludes:
- manufacture of insulating fibreboards of wood or other ligneous fibres, whether or not bonded with resins or other organic substances, see 16.21"
"C.23.6.6","Manufacture of other articles of concrete, cement and plaster","### NACE Code: 23.66

#### Includes:
This class includes:
- manufacture of other articles of concrete, plaster or of compositions based on plaster, cement or artificial stone, e.g. statuary, furniture, bas- and haut-reliefs, vases, flowerpots

#### Includes Also:
This class also includes:
- manufacture of ornamented boards or panels of plaster or of compositions based on plaster
- other articles of calcium silicate
- other articles of autoclaved aerated concrete"
"C.23.7","Cutting, shaping and finishing of stone","### NACE Code: 23.7"
"C.23.7.0","Cutting, shaping and finishing of stone","### NACE Code: 23.70

#### Includes:
This class includes:
- cutting, shaping and finishing of stone, e.g. for use in construction, in cemeteries, on roads, as roofing
- manufacture of stone furniture

#### Excludes:
This class excludes:
- activities carried out by operators of quarries, e.g. production of rough cut stone, see 08.11
- production of millstones, abrasive stones and similar products, see 23.9"
"C.23.9","Manufacture of abrasive products and non-metallic mineral products n.e.c.","### NACE Code: 23.9"
"C.23.9.1","Manufacture of abrasive products","### NACE Code: 23.91

#### Includes:
This class includes:
- manufacture of millstones, grindstones, grinding wheels, etc., without frameworks, for grinding, sharpening, trueing or cutting, hand sharpening or polishing stones

#### Includes Also:
This class also includes:
- manufacture of natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made"
"C.23.9.9","Manufacture of other non-metallic mineral products n.e.c.","### NACE Code: 23.99

#### Includes:
This class includes:
- manufacture of friction material and unmounted articles thereof with a base of mineral substances or of cellulose
- manufacture of mineral insulating materials, e.g.:
  • slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays and similar heat-insulating, sound-insulating or sound-absorbing materials
- manufacture of articles of diverse mineral substances, e.g.:
  • worked mica and articles of mica, of peat, of graphite (other than electrical articles)
- manufacture of articles of asphalt or similar material, e.g. petroleum bitumen or coal tar pitch
- manufacture of carbon and graphite fibres and products (except electrodes and electrical applications)
- manufacture of artificial corundum

#### Includes Also:
This class also includes:
- calcination of kaolin

#### Excludes:
This class excludes:
- manufacture of glass wool and non-woven glass wool products, see 23.14
- manufacture of graphite electrodes, see 27.90
- manufacture of carbon or graphite gaskets, see 28.29"
"C.24","Manufacture of basic metals","### NACE Code: 24

#### Includes:
This division includes the activities of smelting and/or refining ferrous and non-ferrous metals from ore, pig, metal waste or scrap, using electro metallurgic and other process metallurgic techniques.

#### Includes Also:
This division also includes the manufacture of metal alloys and super-alloys by introducing other chemical elements to pure metals. The output of smelting and refining, usually in ingot form, is used in rolling, drawing and extruding operations to make products, e.g. plate, sheet, strip, bars, rods, wire or tubes, pipes and hollow profiles, in molten form to make castings, other basic metal products."
"C.24.1","Manufacture of basic iron and steel and of ferro-alloys","### NACE Code: 24.1"
"C.24.1.0","Manufacture of basic iron and steel and of ferro-alloys","### NACE Code: 24.10

#### Includes:
This group includes activities such as direct reduction of iron ore, production of pig iron in molten or solid form, conversion of pig iron into steel, manufacture of ferro-alloys and manufacture of steel products.

This class includes:
- operation of blast furnaces, steel converters, rolling and finishing mills
- production of pig iron and spiegeleisen in pigs, blocks or other primary forms
- production of ferro-alloys
- production of ferrous products by direct reduction of iron and other spongy ferrous products
- production of iron of exceptional purity by electrolysis or other chemical processes
- remelting of scrap ingots of iron or steel
- production of granular iron and iron powder
- production of steel in ingots or other primary forms
- production of semi-finished products of steel
- manufacture of hot-rolled and cold-rolled flat-rolled products of steel
- manufacture of hot-rolled bars and rods of steel
- manufacture of hot-rolled open sections of steel
- manufacture of sheet piling of steel and welded open sections of steel
- manufacture of railway track materials (unassembled rails) of steel
- production of blast furnace gas

#### Includes Also:
This class also includes:
- manufacture of coated or uncoated flat rolled steel products in coils or in straight lengths of a width more than 600 mm by cold re-rolling of hot-rolled flat products or of steel rods

#### Excludes:
This class excludes:
- cold drawing of bars, see 24.31"
"C.24.2","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","### NACE Code: 24.2"
"C.24.2.0","Manufacture of tubes, pipes, hollow profiles and related fittings, of steel","### NACE Code: 24.20

#### Includes:
This class includes:
- manufacture of seamless tubes and pipes of circular or non-circular cross section and of blanks of circular cross section, for further processing, by hot rolling, hot extrusion or by other hot processes of an intermediate product, which can be a bar or a billet obtained by hot rolling or continuous casting
- manufacture of precision and non-precision seamless tubes and pipes from hot rolled or hot extruded blanks by further processing, by cold-drawing or cold-rolling of tubes and pipes of circular cross section and by cold drawing only for tubes and pipes of non-circular cross section and hollow profiles
- manufacture of welded tubes and pipes of an external diameter exceeding 406,4 mm, cold formed from hot rolled flat products and longitudinally or spirally welded
- manufacture of welded tubes and pipes of an external diameter of 406,4 mm or less of circular cross section by continuous cold or hot forming of hot or cold rolled flat products and longitudinally or spirally welded and of non-circular cross section by hot or cold forming into shape from hot or cold rolled strip longitudinally welded
- manufacture of welded precision tubes and pipes of an external diameter of 406,4 mm or less by hot or cold forming of hot or cold rolled strip and longitudinally welded delivered as welded or further processed, by cold drawing or cold rolling or cold formed into shape for tube and pipe of non-circular cross section
- manufacture of flat flanges and flanges with forged collars by processing of hot rolled flat products of steel
- manufacture of butt-welding fittings, e.g. elbows and reductions, by forging of hot rolled seamless tubes of steel
- threaded and other tube or pipe fittings of steel

#### Excludes:
This class excludes
- manufacture of seamless tubes and pipes of steel by centrifugally casting, see 24.52"
"C.24.3","Manufacture of other products of first processing of steel","### NACE Code: 24.3

#### Includes:
This group includes manufacturing other products by cold processing of steel."
"C.24.3.1","Cold drawing of bars","### NACE Code: 24.31

#### Includes:
This class includes:
- manufacture of steel bars, rods, and solid sections of steel by cold drawing, grinding or cold-finishing

#### Excludes:
This class excludes:
- cold drawing of wire, see 24.34"
"C.24.3.2","Cold rolling of narrow strip","### NACE Code: 24.32

#### Includes:
This class includes:
- manufacture of coated or uncoated flat rolled steel products in coils or in straight lengths of a width less than 600 mm by cold re-rolling of hot-rolled flat products or of steel rods

#### Excludes:
This class excludes:
- manufacture of coated or uncoated flat rolled steel products in coils or in straight lengths of a width more than 600 mm by cold re-rolling of hot-rolled flat products or of steel rods, see 24.10"
"C.24.3.3","Cold forming or folding","### NACE Code: 24.33

#### Includes:
This class includes:
- manufacture of open sections by progressive cold forming on a roll mill or folding on a press of flat-rolled products of steel
- manufacture of cold-formed or cold-folded, ribbed sheets and sandwich panels"
"C.24.3.4","Cold drawing of wire","### NACE Code: 24.34

#### Includes:
This class includes:
- manufacture of drawn steel wire, by cold drawing of steel wire rod

#### Excludes:
This class excludes:
- drawing of bars and solid sections of steel, see 24.31
- manufacture of derived wire products, see 25.93"
"C.24.4","Manufacture of basic precious and other non-ferrous metals","### NACE Code: 24.4"
"C.24.4.1","Precious metals production","### NACE Code: 24.41

#### Includes:
This class includes:
- production of basic precious metals:
  • production and refining of unwrought or wrought precious metals: gold, silver, platinum etc. from ore and scrap
- production of precious metal alloys
- production of precious metal in semi-manufactured or in powder forms
- cladding of base metals with a covering of silver, gold or platinum, affixed by soldering, brazing, welding, hot-rolling or similar mechanical means

#### Includes Also:
This class also includes:
- manufacture of wire of these metals by drawing
- manufacture of precious metal plates, sheets, strips and foil laminates
- silver recovery from waste and scrap by electrolytic refining
- melting and casting of precious metal into ingots, blocks or similar forms

#### Excludes:
This class excludes:
- casting of copper, zinc and other non-ferrous metals, see 24.54
- manufacture of precious metal jewellery, see 32.12"
"C.24.4.2","Aluminium production","### NACE Code: 24.42

#### Includes:
This class includes:
- production of unwrought aluminium, alloyed or not alloyed, from alumina or from aluminium waste and scrap
- manufacture of aluminium bars, rods, profiles and wire
- manufacture of aluminium tubes, pipes, tube and pipe fittings
- manufacture of aluminium plates, sheets and strip, whether or not painted, varnished or coated with plastics
- manufacture of aluminium foil, whether or not printed or backed with paper, paperboard, plastics or similar backing materials

#### Includes Also:
This class also includes:
- production of aluminium oxide (alumina)

#### Excludes:
This class excludes:
- casting of aluminium and other light metals, see 24.53
- shredding of aluminium waste and scrap, see 38.21"
"C.24.4.3","Lead, zinc and tin production","### NACE Code: 24.43

#### Includes:
This class includes:
- production of unwrought lead, zinc and tin, alloyed or not alloyed, from ores or from lead, zinc or tin waste and scrap
- manufacture of bars, rods, profiles, wire, plates, sheets, strip and foil of lead, zinc or tin

#### Includes Also:
This class also includes:
- manufacture of zinc powder by atomisation of molten zinc

#### Excludes:
This class excludes:
- casting of lead, zinc or tin, see 24.54
- shredding of lead, zinc or tin waste and scrap, see 38.21"
"C.24.4.4","Copper production","### NACE Code: 24.44

#### Includes:
This class includes:
- manufacture of unrefined or refined unwrought copper, alloyed or not alloyed, from ores or from copper waste and scrap
- manufacture of bars, rods, profiles, plates, sheets and strip of copper and copper alloys
- manufacture of wire of copper and copper alloys
- manufacture of tubes, pipes, tube and pipe fittings of copper and copper alloys
- manufacture of copper foil, whether or not printed or backed with paper, paperboard, plastics or similar backing materials

#### Includes Also:
This class also includes:
- manufacture of bars, rods, profiles, plates, sheets, strip, wire, tubes and pipes of brass

#### Excludes:
This class excludes:
- casting of copper, see 24.54
- shredding of copper waste and scrap, see 38.21"
"C.24.4.5","Other non-ferrous metal production","### NACE Code: 24.45

#### Includes:
This class includes:
- production of unwrought chrome, manganese, nickel etc., alloyed or not alloyed, from ores or oxides or from electrolytic and aluminothermic refining of chrome, manganese, nickel etc., waste and scrap
- manufacture of bars, rods, profiles and wire of chrome, manganese, nickel etc.
- manufacture of plates, sheets, strip and foil of chrome, manganese, nickel etc.
- production of mattes of nickel
- production of other non-ferrous metal

#### Excludes:
This class excludes:
- casting of non-ferrous metals, see 24.53, 24.54
- shredding of non-ferrous metal waste and scrap, see 38.21"
"C.24.4.6","Processing of nuclear fuel","### NACE Code: 24.46

#### Includes:
This class includes:
- production of natural uranium metal and its compounds from pitchblende or other ores
- manufacture of alloys of natural uranium, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds
- smelting and refining of natural uranium

#### Excludes:
This class excludes:
- enrichment of uranium and thorium ores, see 20.13"
"C.24.5","Casting of metals","### NACE Code: 24.5

#### Includes:
This group includes activities of foundries employing different casting processes to produce castings with all ferrous and non-ferrous metal alloys. Subsequent trimming or de-scaling of the castings might be included, but without any further processing.

This group includes the manufacture of castings used in various industries.

#### Excludes:
This group excludes:
- manufacture of products obtained by production processes other than from castings, e.g. as forged, pressed, drawn and stamped parts, rolled rings or powder metallurgy products, see division 25
- manufacture of finished products by further processing of castings, e.g.:
  • boilers and radiators, see 25.21
  • cast household items, anchors, ships’ propellers and bells, see 25.99"
"C.24.5.1","Casting of iron","### NACE Code: 24.51

#### Includes:
This class includes activities of iron foundries.

This class includes:
- manufacture of castings made of grey iron castings
- manufacture of castings made of ductile iron castings (including casting of spheroidal graphite iron castings and malleable iron castings)
- manufacture of castings made of other special iron alloys castings"
"C.24.5.2","Casting of steel","### NACE Code: 24.52

#### Includes:
This class includes:
- manufacture of castings made of alloy or common steel castings
- manufacture of castings made of carbon or commercial steel castings
- manufacture of castings made of alloy and high alloy castings
- manufacture of castings made of stainless steel castings"
"C.24.5.3","Casting of light metals","### NACE Code: 24.53

#### Includes:
This class includes:
- activities of foundries of light metal castings
- manufacture of castings made of aluminium castings
- manufacture of castings made of magnesium castings
- manufacture of castings made of titanium castings

#### Includes Also:
- This class also includes:
- casting of dental implements etc. of light metals

#### Excludes:
This class excludes:
- casting of metals not considered light metals, see 24.51, 24.52, 24.54"
"C.24.5.4","Casting of other non-ferrous metals","### NACE Code: 24.54

#### Includes:
This class includes:
- activities of foundries of other non-ferrous metals
- manufacture of castings made of copper, zinc, lead or nickel alloys
- manufacture of castings made of other non-ferrous metals alloys

#### Includes Also:
This class also includes:
- casting of dental implements etc. of other non-ferrous metals"
"C.25","Manufacture of fabricated metal products, except machinery and equipment","### NACE Code: 25

#### Includes:
This division includes the manufacture of pure metal products (e.g. parts, containers, structures), usually with a static, immovable function, as opposed to the following divisions 26-30, which cover the manufacture of combinations or assemblies of such metal products (sometimes with other materials) into more complex units that, unless they are purely electrical, electronic or optical, work with moving parts.

#### Includes Also:
This division also includes the manufacture of products of composite materials in which metals are the predominant material.

The manufacture of weapons and ammunition is also included in this division.

#### Excludes:
This division excludes:
- specialised repair and maintenance activities of fabricated metal products, machinery and equipment, see 33.1
- specialised installation of manufactured goods produced in this division in buildings, e.g. central heating boilers, see 43.22"
"C.25.1","Manufacture of structural metal products","### NACE Code: 25.1

#### Includes:
This group includes the manufacture of structural metal products (e.g. metal frameworks or metal parts for parts of structures)."
"C.25.1.1","Manufacture of metal structures and parts of structures","### NACE Code: 25.11

#### Includes:
This class includes:
- manufacture of metal frameworks or skeletons for construction and parts thereof (towers, lattice masts, trusses, bridges, bridge-sections etc.)
- manufacture of equipment for scaffolding, shuttering, propping or pit-propping
- manufacture of industrial frameworks in metal (frameworks for blast furnaces, lifting and handling equipment etc.)
- manufacture of prefabricated buildings mainly of metal:
  • site huts, modular exhibition elements etc.

#### Includes Also:
This class also includes:
- manufacture of supporting structures of metal, e.g. for lights or loudspeakers

#### Excludes:
This class excludes:
- manufacture of parts for marine or power boilers, see 25.21
- manufacture of assembled railway track fixtures, see 25.99
- manufacture of coachwork, see 29.20
- manufacture of sections of ships, see 30.11, 30.13"
"C.25.1.2","Manufacture of doors and windows of metal","### NACE Code: 25.12

#### Includes:
This class includes:
- manufacture of metal doors, windows and their frames, thresholds for doors, shutters and gates
- metal room partitions for floor attachment
- manufacture of metal blinds, metal sun blinds and insect screens

#### Includes Also:
This class also includes:
- manufacture of temporary spatial extensions made of metal"
"C.25.2","Manufacture of tanks, reservoirs and containers of metal","### NACE Code: 25.2

#### Includes:
This group includes the manufacture of metal tanks, central heating radiators, steam or other vapour generating boilers (other than central heating boilers)."
"C.25.2.1","Manufacture of central heating radiators, steam generators and boilers","### NACE Code: 25.21

#### Includes:
This class includes:
- manufacture of radiators for central heating, non-electrically heated
- manufacture of steam or other vapour generating boilers
- manufacture of auxiliary plant for use with steam or other vapour generating boilers, e.g. economisers, super heaters, steam collectors and accumulators
- manufacture of condensers for steam or other vapour power units
- manufacture of nuclear reactors, except isotope separators
- manufacture of marine or power boilers

#### Excludes:
This class excludes:
- manufacture of electrical ovens and water heaters, see 27.51
- manufacture of boiler-turbine sets, see 28.11
- manufacture of household heating equipment, see 28.21
- manufacture of isotope separators, see 28.99"
"C.25.2.2","Manufacture of other tanks, reservoirs and containers of metal","### NACE Code: 25.22

#### Includes:
This class includes:
- manufacture of reservoirs, tanks, vats and similar containers of metal of a capacity exceeding 300 litres, whether or not lined or heat-insulated
- manufacture of metal containers for compressed or liquefied gas

#### Excludes:
This class excludes:
- manufacture of metal casks, drums, cans, pails, boxes etc. of a kind normally used for carrying and packing of goods, of a capacity not exceeding 300 litres, see 25.91, 25.92
- manufacture of transport containers, see 29.20
- manufacture of tanks (armoured military vehicles), see 30.40"
"C.25.3","Manufacture of weapons and ammunition","### NACE Code: 25.3"
"C.25.3.0","Manufacture of weapons and ammunition","### NACE Code: 25.30

#### Includes:
This class includes:
- manufacture of military weapons, e.g. artillery weapons, rocket launchers, flame-throwers, grenade launchers, torpedo tubes and similar projectors, machine guns
- manufacture of pistols, shotguns and rifles
- manufacture of spring, air or gas guns and pistols etc.
- manufacture of war ammunition
- manufacture of cartridges for shotguns, revolvers and pistols
- manufacture of bombs, grenades, torpedos, mines, missiles and similar munitions of war

#### Includes Also:
This class also includes:
- manufacture of hunting, sporting or protective firearms and ammunition

#### Excludes:
This class excludes:
- manufacture of percussion caps, detonators or signalling flares, see 20.59
- manufacture of cutlasses, swords, bayonets etc., see 25.61
- manufacture of optical gun sighting equipment, see 26.70
- manufacture of armoured vehicles for the transport of banknotes or valuables, see 29.10
- building of military ships and vessels, see 30.13
- manufacture of military air and spacecraft, see 30.32
- manufacture of tanks and other armoured and motorised fighting vehicles, see 30.40"
"C.25.4","Forging and shaping metal and powder metallurgy","### NACE Code: 25.4"
"C.25.4.0","Forging and shaping metal and powder metallurgy","### NACE Code: 25.40

#### Includes:
This group includes general activities for the forming of metal.

This class includes:
- forging, pressing, stamping and roll-forming of metal
- production of metal objects directly from metal powders by heat treatment (sintering) or under pressure, i.e. powder metallurgy

#### Includes Also:
This class also includes:
- subsequent trimming or de-scaling of the metal, without any further processing

#### Excludes:
This class excludes:
- production of metal powder, see 24.1, 24.4"
"C.25.5","Treatment and coating of metals; machining","### NACE Code: 25.5

#### Includes:
This group includes general activities for the treatment of metal, e.g. plating, coating, engraving, boring, polishing or welding, which are typically carried out on a fee or contract basis."
"C.25.5.1","Coating of metals","### NACE Code: 25.51

#### Includes:
This class includes:
- galvanising, incl. general (batch) hot dip galvanising
- phosphate or chromate conversion coating
- cladding, electroplating, anodising etc. of metals
- colouring of metals
- non-metallic coating of metals, e.g.:
  • powder or plastic coating, enamelling, lacquering

#### Excludes:
This class excludes:
- activities of farriers, see 01.62
- printing onto metals, see 18.12
- metal coating of plastics, see 22.25
- cladding of base metals with a covering of silver, gold or platinum, see 24.41
- heat treatment of metals, see 25.52
- hardening of metals, see 25.52
- painting of metals on buildings and civil engineering structures, see 43.34
- 'while-you-wait' engraving services, see 95.29"
"C.25.5.2","Heat treatment of metals","### NACE Code: 25.52

#### Includes:
This class includes:
- general activities for the heat treatment of metals
- thermomechanical heat treatment of metals, e.g. preheating, annealing, hardening, tempering, quenching, deep freezing of metal
- thermochemical heat treatment of metals, e.g. carburising, carbonitriding, nitrocarburising, nitriding, oxidising, sulfidising, boriding"
"C.25.5.3","Machining of metals","### NACE Code: 25.53

#### Includes:
This class includes:
- boring, turning, milling, eroding, planing, lapping, broaching, levelling, sawing, grinding, sharpening, deburring, sandblasting, tumbling, polishing, buffing, welding, splicing etc. of metalwork pieces
- cutting of and engraving or writing on metals by means of laser beams

#### Excludes:
This class excludes:
- activities of farriers, see 01.62"
"C.25.6","Manufacture of cutlery, tools and general hardware","### NACE Code: 25.6

#### Includes:
This group includes the manufacture of cutlery, metal hand tools and general hardware."
"C.25.6.1","Manufacture of cutlery","### NACE Code: 25.61

#### Includes:
This class includes:
- manufacture of domestic cutlery, e.g. knives, forks, spoons
- manufacture of other articles of cutlery, e.g.:
  • cleavers and choppers
  • razors and razor blades
  • scissors and hair clippers
- manufacture of cutlasses, swords, bayonets etc.

#### Excludes:
This class excludes:
- manufacture of knives and cutting blades for industrial machines, see 25.63
- manufacture of hollowware (pots, kettles etc.), dinnerware (bowls, platters etc.) or flatware (plates, saucers etc.), see 25.99
- manufacture of cutlery of precious metal, see 32.12"
"C.25.6.2","Manufacture of locks and hinges","### NACE Code: 25.62

#### Includes:
This class includes:
- manufacture of hardware, e.g. padlocks, locks, keys, hinges for e.g. base metal mountings, fittings and similar articles for buildings, furniture, vehicles

#### Excludes:
This class excludes:
- lock repair and provision of key duplication services, see 95.29"
